Entity	Sentence	Uri	WikiTitle
Alexandria EntityMentionSEP Egypt EntityMentionSEP Soviet Union EntityMentionSEP Yerevan EntityMentionSEP Armenia EntityMentionSEP Moscow EntityMentionSEP	Sandaldjian was born in Alexandria   Egypt   and went to the Soviet Union to study music in Yerevan   Armenia and in Moscow .	Q554394 NA Q227388	ria WikiLabelSEP  WikiLabelSEP Union WikiLabelSEP
	He became a violinist   and taught music at a conservatory in Yerevan .		
	In the early 1970s he learned about the art of microminiature from one of his students   Eduard Ghazaryan .		
	Sandaldjian emigrated to the United States in 1980   but was required to leave behind his first collection of 18 miniature works .		
	Over the next decade   he produced another 33 miniatures .		
	Working extremely slowly under a microscope   Sandaldjian employed self-made tools such as sharpened needles tipped with ruby or diamond dust   compiling his sculptures out of minuscule materials such as dust   lint   and hair .		
	Even among the few practitioners of microminiature art   Sandaldjian was unusual in that he painted his work   using a single sharpened strand of hair as a brush .		
	Sandaldjian would time his motions to come between his heartbeats   thus maximizing his control of his fingers .		
	Those who saw Sandaldjian at work said that they could not tell when his hands moved .		
Lawrence Weschler EntityMentionSEP Mr. Wilson 's Cabinet of Wonder EntityMentionSEP David Hildebrand Wilson EntityMentionSEP Montebello , California EntityMentionSEP	As recounted in Lawrence Weschler 's book Mr. Wilson 's Cabinet of Wonder   Museum of Jurassic Technology founder David Hildebrand Wilson learned about Sandaldjian from a museum visitor   and began visiting him at his home in Montebello   California	NA NA NA NA	e Weschler WikiLabelSEP son's Cabinet of Wonder WikiLabelSEP ildebrand Wilson WikiLabelSEP llo, California WikiLabelSEP
Lincoln EntityMentionSEP English EntityMentionSEP cricket EntityMentionSEP Nottinghamshire County Cricket Club EntityMentionSEP	"Andrew "" Andy "" Carter ( born 27 August 1988   Lincoln ) is an English cricket er who currently plays for Nottinghamshire County Cricket Club ."	NA Q2472587 NA NA	, England WikiLabelSEP  people WikiLabelSEP  WikiLabelSEP hamshire County Cricket Club WikiLabelSEP
Nottinghamshire EntityMentionSEP Oxford UCCE EntityMentionSEP	A right handed batsman and right hand medium pace bowler he made his first class debut for Nottinghamshire in a university match against Oxford UCCE in June 2009 .	NA NA	hamshire County Cricket Club WikiLabelSEP University Cricket Club WikiLabelSEP
	In 2010   Carter signed a new two-year contract with Nottinghamshire that keeps him at the club until the end of 2012 .		
Nottinghamshire EntityMentionSEP	Carter made his debut as a 20 year old for Nottinghamshire against Oxford UCCE .	NA	hamshire County Cricket Club WikiLabelSEP
	He took just two wickets in the match claiming figures of 1-41 and 1-27 | in the first and second innings respectively .		
List A EntityMentionSEP Essex EntityMentionSEP Pro40 EntityMentionSEP Garons Park EntityMentionSEP	He made his List A debut on 9 August 2009 in a loss against Essex in a Pro40 game at Garons Park .	Q5375 NA NA Q22698	cricket WikiLabelSEP ounty Cricket Club WikiLabelSEP  WikiLabelSEP Park WikiLabelSEP
	Carter took 3 wickets for 32 runs in the first innings to help dismiss Essex for 224 .		
	Following Carter 's impressive beginning to his one-day career   he played in various further one-day games in 2009 .		
Sussex EntityMentionSEP Hove EntityMentionSEP	His best figures came on 7 September against Sussex at Hove .	NA NA	County Cricket Club WikiLabelSEP Cricket Ground, Hove WikiLabelSEP
	He took 2 wickets for 44 in eight overs as Nottinghamshire fell to a heavy 152 run defeat .		
Essex EntityMentionSEP	In 2010   Carter was restricted to second XI and league cricket appearances which lead to Nottinghamshire agreeing a one-month loan deal with Essex .	NA	ounty Cricket Club WikiLabelSEP
Yorkshire EntityMentionSEP	In only Carter 's second game for Essex he took 3 wickets in second innings of the match against Yorkshire   also taking 1 wicket in the fourth innings in a drawn match .	NA	re County Cricket Club WikiLabelSEP
Northamptonshire EntityMentionSEP	In the following match   a one-day game against Northamptonshire   he took 2 wickets for 33 runs in a nine-wicket victory for Essex .	NA	ptonshire County Cricket Club WikiLabelSEP
Kent EntityMentionSEP	In late July   Carter took his career best bowling figures of 7-121 in the County Championship against Kent   also achieving his first five-wicket haul of 5-40 in the same match .	NA	unty Cricket Club WikiLabelSEP
	Despite this Essex lost the match by 99 runs .		
England Lions EntityMentionSEP	In March 2011   Carter was selected and played for the England Lions .	Q16799575	 Lions cricket team WikiLabelSEP
	He played in one four-day match against the Winward Islands where he took 2 wickets for 30 runs in the second innings of the match as England Lions recorded a 258 run victory .		
	Carter featured prominently in the Nottinghamshire 2011 T20 campaign as he played seven matches .		
Derbyshire EntityMentionSEP	His best figures came against Derbyshire where he recorded 4 wickets for 20 runs in his four overs helping Nottinghamshire to a 38 run victory .	NA	ire County Cricket Club WikiLabelSEP
Yorkshire EntityMentionSEP	He followed this up in his second match by claiming figures of 2-38 against Yorkshire	NA	re County Cricket Club WikiLabelSEP
actor EntityMentionSEP Ocean 's Thirteen EntityMentionSEP Nip/Tuck EntityMentionSEP Betty White 's Off Their Rockers EntityMentionSEP	"Matthew Robert "" Matt "" Kohler ( born January 12   1979 ) is an American actor who has starred in several film and television productions including   Ocean 's Thirteen   Nip/Tuck and Betty White 's Off Their Rockers ."	NA NA Q9922 NA	 WikiLabelSEP  Thirteen WikiLabelSEP k WikiLabelSEP hite's Off Their Rockers WikiLabelSEP
Port Washington , Wisconsin EntityMentionSEP Milwaukee EntityMentionSEP Lake Michigan EntityMentionSEP	Born and raised in Port Washington   Wisconsin   approximately 25 miles north of Milwaukee aside Lake Michigan .	NA NA Q5830512	shington, Wisconsin WikiLabelSEP ee WikiLabelSEP chigan WikiLabelSEP
	He has a twin brother   James Michael Kohler   who is a fitness model and the 2007 Mr. Natural California .		
California State University , Channel Islands EntityMentionSEP	Prior to his acting career he earned a Bachelor ’s Degree in Kinesiology from the and a ( MBA ) from California State University   Channel Islands .	NA	nia State University, Channel Islands WikiLabelSEP
Fox Point , Wisconsin EntityMentionSEP	He followed his entrepreneurial spirit by creating and opening a tanning salon in 2003 named Baja Tan located in Fox Point   Wisconsin .	NA	nt, Wisconsin WikiLabelSEP
	During this time he modeled as a fashion   commercial and fitness model .		
Mario Testino EntityMentionSEP VMAN EntityMentionSEP	Most notably working with photographer Mario Testino for VMAN magazine .	NA NA	estino WikiLabelSEP  WikiLabelSEP
	Matt began his acting career with the desire to inspire people through his work   so he studied acting rigorously .		
	He recently launched his own production company   Silver Hero Entertainment   and is producing and developing several projects .		
Captain Planet and the Planeteers EntityMentionSEP Captain Planet EntityMentionSEP	His first being a live-action Trailer for Captain Planet and the Planeteers in which he played Captain Planet and .	NA Q634	 Planet and the Planeteers WikiLabelSEP  Planet WikiLabelSEP
Entertainment Weekly EntityMentionSEP	"The Trailer has gone viral   being featured and reviewed on over 100 websites   Entertainment Weekly stated "" “ Given the choice between a studio remake and this quasi-gritty indie take   I ’d go with the latter . ”"	NA	inment Weekly WikiLabelSEP
	Matt will produce and star in the feature film titled Stripped .		
	"Matt will play the lead Mike "" Sep "" Sepowitz   the hero and calm in the storm ."		
The Town ( 2010 film ) EntityMentionSEP Reservoir Dogs EntityMentionSEP	Stripped is a highly stylized neo-noir crime thriller in the narrative vein of The Town ( 2010 film ) meets Reservoir Dogs .	NA NA	n (2010 film) WikiLabelSEP ir Dogs WikiLabelSEP
whodunit EntityMentionSEP	Matt will produce and star in a thriller film titled Hackathon   a whodunit horror/thriller .	Q9813	t WikiLabelSEP
Silicon Valley EntityMentionSEP	It misleads the audience at first -- the film starts off as an upbeat   fast-paced ensemble about a group of intelligent Silicon Valley programmer types trying to come up with the next “ big idea ” -- then quickly takes a violent turn towards the horror genre when things go horribly wrong and people start dying/disappearing ... hence the double meaning of the title .	Q39816	 Valley WikiLabelSEP
Winklevoss twins EntityMentionSEP	Matt will play MK   a trust fund   best described as a Winklevoss twins	NA	oss twins WikiLabelSEP
cricket EntityMentionSEP first-class cricket EntityMentionSEP	Roland Shane Hyatt ( born 30 December 1961 in )   is a former cricket er who played first-class cricket for from 1983 to 1986 .	NA NA	 WikiLabelSEP lass cricket WikiLabelSEP
Clarence District Cricket Club EntityMentionSEP Tasmanian Grade Cricket EntityMentionSEP	He played for Clarence District Cricket Club in the Tasmanian Grade Cricket competition .	NA NA	e District Cricket Club WikiLabelSEP an Grade Cricket WikiLabelSEP
off spin EntityMentionSEP	He was an who bowled right arm off spin .	Q9937	n WikiLabelSEP
Melbourne Cricket Ground EntityMentionSEP David Boon EntityMentionSEP	He made his first-class debut against at the Melbourne Cricket Ground on 11 November 1983   in a match in which a remarkable 227 by David Boon gave Tasmania first innings points   despite in ending in a draw .	NA NA	ne Cricket Ground WikiLabelSEP oon WikiLabelSEP
	Despite taking an excellent catch   his bowling did not impress   and he was dropped for the next match .		
New South Wales EntityMentionSEP SCG EntityMentionSEP	He was picked again to take on New South Wales at the SCG on what was expected to be a spinning wicket   but again failed to take a wicket .	NA NA	th Wales cricket team WikiLabelSEP Cricket Ground WikiLabelSEP
	Hyatt soon learned his most effective deliveries were drifting balls and quickening sliders   two delivery techniques he quickly learned to capitalise on .		
Greg Shipperd EntityMentionSEP	He took his first Sheffield Shield wicket against   dismissing Greg Shipperd with a drifting ball .	NA	ipperd WikiLabelSEP
New South Wales EntityMentionSEP	Hyatt never proved to be a prolific wicket-taker   and his best bowling of 3/30 came by cleaning up the New South Wales tail-order .	NA	th Wales cricket team WikiLabelSEP
test cricket EntityMentionSEP Bob Holland EntityMentionSEP	His prize first-class wicket came in that innings when he claimed the wicket of the test cricket player Bob Holland .	NA Q11081619	icket WikiLabelSEP land WikiLabelSEP
	Likewise Hyatt 's batting never proved to be effective at first-class level   although he did have a good run of form during the 1985-86 season .		
	In that season he made his highest first-class score of 80   attempting to save a match against .		
Mark Ray EntityMentionSEP	In a match against towards the end of that season he was n't bowled at all   giving the impression then Tasmanian Mark Ray had lost faith in him .	Q9973	y WikiLabelSEP
Devonport EntityMentionSEP grade cricket EntityMentionSEP	He played his last match against at Devonport before being dropped from the side   and returning to grade cricket	NA NA	rt, Tasmania WikiLabelSEP an Grade Cricket WikiLabelSEP
commune EntityMentionSEP Llanquihue Province EntityMentionSEP Los Lagos Region EntityMentionSEP Chile EntityMentionSEP	Fresia is a and commune in Llanquihue Province   Los Lagos Region   Chile .	NA NA NA NA	s of Chile WikiLabelSEP hue Province WikiLabelSEP os Region WikiLabelSEP  WikiLabelSEP
census EntityMentionSEP National Statistics Institute EntityMentionSEP	According to the 2002 census of the National Statistics Institute   Fresia spans an area of and has 12 804 inhabitants ( 6 580 men and 6 224 women ) .	NA NA	 WikiLabelSEP l Statistics Institute (Chile) WikiLabelSEP
urban area EntityMentionSEP rural area EntityMentionSEP	Of these   6 144 ( 48 % ) lived in urban area s and 6 660 ( 52 % ) in rural area s .	Q110996	rea WikiLabelSEP
	The population fell by 1.6 % ( 209 persons ) between the 1992 and 2002 censuses .		
municipal council EntityMentionSEP alcalde EntityMentionSEP	As a commune   Fresia is a third-level administered by a municipal council   headed by an alcalde who is directly elected every four years .	NA NA	al council WikiLabelSEP  WikiLabelSEP
PS EntityMentionSEP	The 2008-2012 alcalde is Bernardo Espinoza Villalobos ( PS ) .	NA	st Party of Chile WikiLabelSEP
electoral divisions of Chile EntityMentionSEP Chamber of Deputies EntityMentionSEP UDI EntityMentionSEP Puyehue EntityMentionSEP Río Negro EntityMentionSEP Purranque EntityMentionSEP Puerto Octay EntityMentionSEP Frutillar EntityMentionSEP Llanquihue EntityMentionSEP Puerto Varas EntityMentionSEP Los Muermos EntityMentionSEP	Within the electoral divisions of Chile   Fresia is represented in the Chamber of Deputies by Fidel Espinoza ( PS ) and Carlos Recondo ( UDI ) as part of the 56th electoral district   ( together with Puyehue   Río Negro   Purranque   Puerto Octay   Frutillar   Llanquihue   Puerto Varas and Los Muermos ) .	NA NA NA NA NA NA NA Q9158746 NA Q2510576 NA	al divisions of Chile WikiLabelSEP  of Deputies of Chile WikiLabelSEP dent Democratic Union WikiLabelSEP , Chile WikiLabelSEP ro, Chile WikiLabelSEP ue WikiLabelSEP Octay WikiLabelSEP ar WikiLabelSEP hue, Chile WikiLabelSEP Varas WikiLabelSEP rmos WikiLabelSEP
Senate EntityMentionSEP RN EntityMentionSEP	The commune is represented in the Senate by Camilo Escalona Medina ( PS ) and Carlos Kuschel Silva ( RN	NA NA	of Chile WikiLabelSEP l Renewal (Chile) WikiLabelSEP
	"Stephen ( "" Sam "" ) Alexander Martin ( born 13 April 1959 in Bangor   County Down ) is a former field hockey player who was a member of the golden winning squad at the 1988 Summer Olympics in Seoul ."		
